Ligand,SMILES,MMGBSA_5,MMGBSA_7,Energy,CNNaffinity,log Kp (cm/s),#H-bond donors,10nM score no_adme,MMPBSA,MMGBSA_2,MMGBSA_8,CNNscore,CNN_VS,CNNaffinity_variance,XLOGP3,Veber #violations,MLOGP,Silicos-IT LogSw,PAINS #alerts,Ali Solubility (mg/ml),Brenk #alerts,Silicos-IT Solubility (mg/ml),#Heavy atoms,Ali Log S,#Aromatic heavy atoms,Synthetic Accessibility,Silicos-IT Solubility (mol/l),#H-bond acceptors,Fraction Csp3,Bioavailability Score,MW,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),Silicos-IT Log P,Ali Solubility (mol/l),Egan #violations,Muegge #violations,TPSA,MR,Leadlikeness #violations,Consensus Log P,ESOL Log S,#Rotatable bonds,iLOGP,WLOGP,Ghose #violations,Lipinski #violations
Z30562333,COc1ccccc1NS(=O)(=O)c1cc(NC(=O)COc2ccc3c(C)cc(=O)oc3c2)ccc1C,-55.1587,-52.095,-12.09243,7.7614965439,-6.87,2.0,0.46191431436634256,-23.9934,-50.3482,-49.9322,0.8194971681,6.3605246544,0.1422605664,3.56,0.0,1.95,-9.48,0.0,0.000481,1.0,1.68e-07,36.0,-6.02,22.0,3.92,3.3e-10,7.0,0.15,0.55,508.54,0.0041,8.05e-06,3.77,9.46e-07,1.0,0.0,132.32,136.35,3.0,3.47,-5.09,9.0,3.12,4.94,2.0,1.0
Z7056624010,O=C(CCn1ccc2ccccc21)N1CCO[C@H](Cn2cc(-c3cccc4cnccc34)nn2)C1,-37.6919,-35.6824,-12.21379,7.3687987328,-7.51,0.0,0.4568506022894069,-14.2411,-35.1377,-25.5946,0.8711337447,6.4192090034,0.1131612435,2.3,0.0,1.7,-7.41,0.0,0.123,0.0,1.81e-05,35.0,-3.58,24.0,4.17,3.87e-08,5.0,0.26,0.55,466.53,0.0277,5.93e-05,2.87,0.000265,0.0,0.0,78.07,137.93,1.0,2.73,-4.23,7.0,3.38,3.38,1.0,0.0
Z131404742,Cc1cc(=O)c(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)nn1-c1ccccc1,-41.922,-37.5794,-12.01986,7.2525625229,-6.86,1.0,0.45346791913713524,-21.3707,-39.1388,-30.4199,0.9037109017,6.5542197227,0.0968851,2.9,0.0,2.29,-6.09,0.0,0.0132,0.0,0.00035,32.0,-4.51,21.0,3.25,8.15e-07,4.0,0.25,0.55,429.47,0.0121,2.81e-05,2.63,3.07e-05,0.0,0.0,92.99,125.82,1.0,2.6,-4.55,4.0,2.9,2.28,0.0,0.0
Z230649866,O=C(Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1)Nc1cccc(-c2nnnn2C2CC2)c1,-51.9488,-48.3269,-12.20712,7.5168099403,-7.12,2.0,0.44482566389756845,-18.0172,-48.5634,-38.3264,0.8660871983,6.5102128983,0.4163261354,3.08,0.0,3.21,-8.31,0.0,0.00187,0.0,2.43e-06,35.0,-5.42,23.0,3.26,4.93e-09,7.0,0.17,0.55,492.53,0.00925,1.88e-05,2.33,3.81e-06,0.0,0.0,127.25,127.89,2.0,3.23,-4.73,9.0,2.71,4.85,1.0,0.0
Z8515969762,CC[C@@H](CO)N(Cc1ccccn1)C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,-54.3042,-51.8156,-12.12141,7.7649841309,-7.04,2.0,0.4326323446398726,-37.509,-51.1572,-46.4124,0.9504671693,7.3803625107,0.1093983501,2.91,0.0,2.95,-8.81,0.0,0.0102,0.0,7.2e-07,34.0,-4.65,22.0,3.78,1.56e-09,6.0,0.23,0.55,460.5,0.0178,3.86e-05,5.21,2.22e-05,0.0,0.0,99.18,127.54,2.0,3.54,-4.41,9.0,2.89,3.73,0.0,0.0
Z226319082,O=C(c1ccc(N2C(=O)CCC2=O)cc1)N(Cc1ccccc1)Cc1nc2ccccc2c(=O)[nH]1,-36.3488,-34.6665,-12.35924,7.2618560791,-7.62,1.0,0.424760967820326,-1.7473,-36.2195,-32.2126,0.8276685476,6.010409832,0.1428640187,2.15,0.0,2.8,-8.45,0.0,0.0518,1.0,1.67e-06,35.0,-3.95,22.0,2.9,3.59e-09,5.0,0.15,0.55,466.49,0.0379,8.13e-05,4.11,0.000111,0.0,0.0,103.44,134.28,1.0,2.94,-4.09,7.0,2.92,2.73,1.0,0.0
Z1241283913,O=c1cc(CN2CCC[C@@H](c3nnc4ccccn34)C2)c2cc3c(cc2o1)CCC3,-40.6744,-37.3973,-12.20628,7.2302131653,-6.14,0.0,0.4215939053430083,-23.2397,-37.735,-33.3563,0.8067893982,5.8332591057,0.0836765617,3.66,0.0,3.52,-7.09,0.0,0.00826,1.0,3.23e-05,30.0,-4.69,19.0,4.0,8.05e-08,5.0,0.38,0.55,400.47,0.00505,1.26e-05,3.89,2.06e-05,0.0,0.0,63.64,119.84,2.0,3.58,-4.9,3.0,3.65,3.17,0.0,0.0
Z133244168,C[C@]1(c2cc3ccccc3o2)NC(=O)N(CN2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)C1=O,-45.7016,-39.6009,-11.23499,7.4634590149,-7.35,2.0,0.42008096729847716,-31.871,-41.7233,-39.2015,0.8639169931,6.4478092194,0.3986333013,2.74,0.0,1.37,-6.66,0.0,0.00824,1.0,0.000107,36.0,-4.77,15.0,4.57,2.19e-07,7.0,0.35,0.55,490.51,0.0148,3.02e-05,2.18,1.68e-05,0.0,0.0,113.35,141.12,1.0,2.32,-4.52,6.0,3.49,1.8,2.0,0.0
Z2178243919,O=C(c1nn(-c2ccccc2F)c2c1CCC2)N1CCC(c2noc3cc(F)ccc23)CC1,-45.6713,-47.2838,-13.09071,7.5936989784,-5.75,0.0,0.41972118829566213,-25.3705,-43.5955,-33.3623,0.8193535209,6.2219238281,0.0850958973,4.63,0.0,4.33,-7.67,0.0,0.000888,0.0,9.61e-06,33.0,-5.7,20.0,3.69,2.14e-08,6.0,0.32,0.55,448.46,0.000851,1.9e-06,4.77,1.98e-06,0.0,0.0,64.16,122.28,2.0,4.54,-5.72,4.0,3.69,5.26,0.0,1.0
Z8259609004,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C[C@H](O)CO)CC1,-59.7779,-55.1987,-12.67624,7.3232359886,-8.5,3.0,0.41916865388460917,-41.2587,-53.437,-45.0983,0.9623983502,7.0478701591,0.0252037384,0.68,0.0,1.76,-5.76,0.0,1.21,0.0,0.000765,32.0,-2.56,16.0,3.76,1.74e-06,7.0,0.35,0.55,440.47,0.545,0.00124,3.17,0.00274,0.0,0.0,109.76,124.64,1.0,1.65,-2.91,7.0,2.24,0.42,0.0,0.0
Z25836190,NC(=O)c1c(NC(=O)CN2C(=O)N[C@]3(CCOc4ccccc43)C2=O)sc2c1CCCC2,-36.0363,-29.6566,-11.12529,7.2149071693,-7.42,3.0,0.4165606943084796,-18.1547,-35.5277,-27.9672,0.9131792784,6.5885038376,0.1799598932,2.33,1.0,0.73,-5.43,0.0,0.00223,1.0,0.00167,32.0,-5.31,11.0,4.63,3.68e-06,5.0,0.36,0.55,454.5,0.0405,8.91e-05,2.76,4.9e-06,1.0,1.0,159.07,124.34,1.0,1.85,-4.05,5.0,2.59,0.83,0.0,0.0
Z30412936,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1cccc(-c2nnc3n2CCCCC3)c1,-46.103,-45.3324,-12.75206,7.4385704994,-7.73,2.0,0.41430999616211245,-20.6076,-44.7661,-37.3091,0.8833811879,6.5710930824,0.0843997151,1.67,0.0,3.17,-8.0,0.0,0.135,0.0,4.25e-06,32.0,-3.5,21.0,3.57,9.91e-09,5.0,0.29,0.55,428.49,0.0985,0.00023,3.91,0.000316,0.0,0.0,105.56,123.52,1.0,2.91,-3.64,6.0,2.48,3.29,0.0,0.0
Z8416334240,CN(C(=O)C1=Cc2ccccc2C1)C1CN(C(=O)c2c[nH]c(=O)c3ccccc23)C1,-48.2564,-45.9344,-12.86033,7.2201690674,-7.3,1.0,0.40974754643050976,-32.7814,-44.5731,-41.1025,0.938267529,6.7744503021,0.1308781356,2.02,0.0,2.64,-6.18,0.0,0.258,0.0,0.000261,30.0,-3.19,16.0,3.25,6.53e-07,3.0,0.21,0.55,399.44,0.0886,0.000222,3.46,0.000645,0.0,0.0,73.48,119.06,1.0,2.61,-3.65,5.0,2.97,1.96,0.0,0.0
Z4358474925,O=C(NCc1n[nH]c(=O)c2ccccc12)c1ccc(-c2cccc3ccccc23)o1,-41.8984,-39.2332,-12.40327,7.2253813744,-5.64,2.0,0.40446451698183816,-26.2977,-40.2598,-35.6373,0.9157034755,6.6163067818,0.0902747959,4.33,0.0,2.84,-9.49,0.0,0.000507,0.0,1.28e-07,30.0,-5.89,25.0,3.21,3.24e-10,4.0,0.04,0.55,395.41,0.00195,4.94e-06,5.0,1.28e-06,0.0,0.0,87.99,115.05,2.0,3.86,-5.31,5.0,3.0,4.11,0.0,0.0
Z134705466,Cc1cc(C(=O)CN2C(=O)N[C@](C)(c3ccc(F)cc3)C2=O)c(C)n1Cc1ccc2c(c1)OCO2,-46.492,-42.8802,-11.60308,7.6211051941,-6.74,1.0,0.40305004501953584,-24.8951,-44.1153,-37.9844,0.9225521088,7.0308666229,0.1950654536,3.48,0.0,1.9,-7.6,0.0,0.00426,1.0,1.2e-05,35.0,-5.05,17.0,3.86,2.51e-08,6.0,0.27,0.55,477.48,0.00528,1.11e-05,4.36,8.92e-06,0.0,0.0,89.87,132.13,1.0,3.33,-4.96,6.0,3.71,3.22,1.0,0.0
Z2902675565,Fc1cccc(-n2nncc2-c2nc(-c3cccc(Cn4cnc5ccccc54)c3)no2)c1,-44.154,-43.1864,-12.67034,7.3817148209,-6.03,0.0,0.40075786534667013,-19.7485,-42.0335,-36.0104,0.8409694433,6.2077965736,0.1126167029,4.14,0.0,3.61,-8.83,0.0,0.000906,0.0,6.41e-07,33.0,-5.68,31.0,3.59,1.47e-09,7.0,0.04,0.55,437.43,0.0013,2.98e-06,3.43,2.07e-06,0.0,0.0,87.45,119.08,2.0,3.93,-5.53,5.0,3.56,4.94,0.0,0.0
Z319474912,C[C@H]1CC(=O)Nc2ccccc2N1C(=O)CNc1cccc(-c2nnnn2C2CC2)c1,-42.0812,-40.5177,-12.05508,7.5519914627,-7.38,2.0,0.39880649175247,-26.8189,-40.0046,-28.6056,0.9654889107,7.291364193,0.047193747,2.07,0.0,2.55,-5.87,0.0,0.0519,0.0,0.000558,31.0,-3.91,17.0,3.64,1.34e-06,5.0,0.32,0.55,417.46,0.0756,0.000181,1.2,0.000124,0.0,0.0,105.04,122.93,1.0,2.07,-3.74,6.0,2.89,1.64,0.0,0.0
Z115131882,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1c(C(=O)N2CCOCC2)oc2ccccc12,-47.2439,-41.8908,-11.90574,7.2381691933,-7.23,2.0,0.3971206837909765,-32.3032,-44.8833,-35.5394,0.8579223156,6.2097868919,0.1241751686,2.4,0.0,1.34,-7.07,0.0,0.0134,0.0,3.65e-05,32.0,-4.51,19.0,3.48,8.43e-08,6.0,0.22,0.55,432.43,0.0363,8.39e-05,3.27,3.09e-05,0.0,0.0,117.53,121.33,1.0,2.2,-4.08,6.0,2.23,1.75,0.0,0.0
Z145386368,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc2c(c1)C[C@H](c1ccccc1)OC2=O,-44.1928,-40.0205,-12.11316,7.2134413719,-6.64,1.0,0.3960811476781705,-21.5903,-41.4649,-33.1687,0.8862954974,6.3932404518,0.0596908145,3.29,0.0,3.46,-8.46,0.0,0.00547,0.0,1.52e-06,33.0,-4.9,22.0,3.74,3.46e-09,5.0,0.15,0.55,439.46,0.00695,1.58e-05,4.54,1.25e-05,0.0,0.0,92.36,123.37,1.0,3.34,-4.8,5.0,2.23,3.17,0.0,0.0
Z977445566,Cc1c[nH]c(=O)n1-c1cccc(C(=O)N2CC3(CCCC3)c3c(F)cccc32)c1,-42.1818,-37.65,-11.89311,7.2147760391,-6.0,1.0,0.3917322552053281,-21.9755,-40.0841,-34.1638,0.8055967689,5.8122000694,0.0352802947,3.78,0.0,4.02,-6.88,0.0,0.00792,0.0,5.16e-05,29.0,-4.69,17.0,3.5,1.32e-07,3.0,0.3,0.55,391.44,0.00511,1.31e-05,4.47,2.02e-05,0.0,0.0,58.1,113.21,2.0,3.96,-4.88,3.0,3.41,4.12,0.0,0.0
Z126936862,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,-55.9743,-53.5496,-12.48017,7.5741844177,-8.04,2.0,0.38599519442327773,-36.9368,-53.1176,-47.8573,0.9540643096,7.2262592316,0.1002444401,1.13,0.0,2.52,-6.51,0.0,0.52,0.0,0.00013,31.0,-2.9,19.0,3.1,3.12e-07,4.0,0.3,0.55,417.46,0.227,0.000545,3.4,0.00125,0.0,0.0,103.85,122.78,1.0,2.28,-3.26,5.0,2.36,1.98,0.0,0.0
Z1654895091,O=C(c1cn[nH]c1-c1ccc2c(c1)OCO2)N1CCC(c2c[nH]c3ccccc23)CC1,-33.1379,-31.9954,-12.32297,7.209813118,-6.34,2.0,0.3814470811007153,-13.5403,-31.1333,-25.038,0.800794661,5.7735800743,0.109387137,3.51,0.0,2.44,-7.26,0.0,0.00474,0.0,2.28e-05,31.0,-4.94,20.0,3.19,5.5e-08,4.0,0.25,0.55,414.46,0.00607,1.46e-05,4.4,1.14e-05,0.0,0.0,83.24,120.55,2.0,3.32,-4.83,4.0,2.31,3.93,0.0,0.0
Z5922108943,O=C(NC1(C(=O)N[C@H]2CC[C@]3(CC2)CNCCO3)CCCC1)c1[nH]nc2ccccc12,-39.4312,-36.4296,-12.11761,7.2230920792,-7.53,4.0,0.3798576458569527,-7.1377,-36.0884,-27.444,0.8954999447,6.4682784081,0.0252779163,1.92,0.0,1.24,-6.24,0.0,0.0652,0.0,0.000248,31.0,-3.81,9.0,4.4,5.82e-07,5.0,0.61,0.55,425.52,0.133,0.000311,2.8,0.000153,0.0,0.0,108.14,120.93,1.0,2.09,-3.51,6.0,2.83,1.64,0.0,0.0
Z73338039,Cc1c(-c2ccccc2)sc(NC(=O)Cc2n[nH]c(=O)c3ccccc23)c1C(=O)N1CCCCC1,-58.8084,-56.6906,-12.6851,7.5777335167,-5.77,2.0,0.3775233129182062,-33.9743,-55.8818,-50.5846,0.8590717316,6.5098166466,0.0892413259,4.92,0.0,3.43,-8.84,0.0,2.75e-05,0.0,7.02e-07,35.0,-7.25,21.0,3.89,1.44e-09,4.0,0.26,0.55,486.59,0.000561,1.15e-06,6.23,5.65e-08,0.0,0.0,123.4,143.56,2.0,4.45,-5.94,7.0,3.48,4.2,2.0,0.0
Z230134946,O=C(NCc1cn(Cc2ccccc2)nc1-c1ccccc1)c1cc2ccccc2c(=O)[nH]1,-44.0178,-41.7838,-12.58053,7.2144479752,-6.2,2.0,0.37661479266304937,-20.57,-41.8598,-34.9055,0.9187044501,6.6279454231,0.1180702075,3.88,0.0,3.42,-9.87,0.0,0.00243,0.0,5.83e-08,33.0,-5.25,27.0,3.29,1.34e-10,3.0,0.07,0.55,434.49,0.00328,7.56e-06,5.02,5.59e-06,0.0,0.0,79.78,129.02,2.0,3.89,-5.12,7.0,2.94,4.22,0.0,0.0
Z8416334811,CC(C)(c1noc(Cc2cc3ccccc3c(=O)[nH]2)n1)c1cccc2ccccc12,-55.5225,-51.8967,-12.63972,7.2990217209,-4.74,1.0,0.37491643570432326,-34.5661,-52.7869,-48.0221,0.873372674,6.3747663498,0.1047484726,5.6,0.0,4.06,-9.94,0.0,5.34e-05,0.0,4.54e-08,30.0,-6.87,25.0,3.58,1.15e-10,4.0,0.16,0.55,395.45,0.000266,6.72e-07,6.14,1.35e-07,0.0,1.0,71.78,118.33,2.0,4.87,-6.17,4.0,3.59,4.98,0.0,0.0
Z8479530513,Cn1cc(CN(C(=O)CCc2ccc3c(c2)CCCO3)[C@@H]2CCN(C(=O)c3cc(Br)c(Cl)cc3N)C2)c(=O)n(C)c1=O,-67.1644,-60.748,-11.63268,7.7296614647,-7.84,1.0,0.37083821664587413,-37.6019,-62.4145,-54.5441,0.8752939105,6.7657256126,0.0938917622,3.49,0.0,3.16,-7.58,0.0,0.00135,1.0,1.72e-05,42.0,-5.69,18.0,4.5,2.61e-08,5.0,0.4,0.55,658.97,0.000936,1.42e-06,4.1,2.04e-06,0.0,1.0,119.87,169.36,2.0,3.6,-5.85,9.0,4.5,2.76,3.0,1.0
Z8342395750,Cn1nc2ccccc2c1C(=O)N1C[C@@H]2C[C@H](C1)[C@H](NC(=O)c1cccc3nn[nH]c13)C2,-40.0648,-38.1671,-12.0335,7.412592411,-7.25,2.0,0.3630411405356634,-16.9322,-37.3471,-30.0494,0.9302551746,6.8956022263,0.1031343117,2.35,0.0,2.52,-5.56,0.0,0.0228,0.0,0.00119,32.0,-4.27,18.0,4.69,2.76e-06,5.0,0.35,0.55,429.47,0.0366,8.52e-05,1.57,5.31e-05,0.0,0.0,108.8,122.58,1.0,2.1,-4.07,5.0,2.33,1.74,0.0,0.0
Z8346604784,O=C(NC[C@@H]1CCCN1C(=O)Cc1n[nH]c2ccccc12)c1n[nH]c(=O)c2ccccc12,-55.0391,-50.0138,-11.93725,7.4194273949,-7.7,3.0,0.3550866972925682,-39.6719,-50.8879,-43.2761,0.9029679298,6.6995048523,0.1304789037,1.72,0.0,1.88,-7.13,0.0,0.0498,0.0,3.16e-05,32.0,-3.94,19.0,3.47,7.35e-08,5.0,0.26,0.55,430.46,0.116,0.000269,3.22,0.000116,0.0,0.0,123.84,123.24,1.0,1.97,-3.57,7.0,1.67,1.38,0.0,0.0
Z1480903785,O=c1[nH]c(/C=C/c2c[nH]nc2-c2ccc3c(c2)OCO3)nc2c1cnn2-c1ncccn1,-41.3614,-37.9125,-11.59225,7.4389200211,-7.86,2.0,0.3513341316436098,-16.6147,-39.4889,-31.3831,0.8488540649,6.3145575523,0.0622409694,1.46,0.0,1.53,-6.63,0.0,0.0498,0.0,9.9e-05,32.0,-3.93,26.0,3.57,2.32e-07,8.0,0.05,0.55,426.39,0.0775,0.000182,2.77,0.000117,1.0,0.0,136.49,114.09,1.0,1.87,-3.74,4.0,1.62,1.97,0.0,1.0
Z117018886,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)CCc1c(-c2ccc(F)cc2)[nH]c2ccc(F)cc12,-48.1511,-47.7354,-12.33716,7.6635370255,-6.27,2.0,0.3495716868530522,-23.7984,-46.0736,-33.3805,0.816547215,6.2576398849,0.0945570171,4.1,0.0,4.05,-10.45,0.0,0.00141,0.0,1.67e-08,35.0,-5.52,25.0,3.34,3.53e-11,5.0,0.15,0.55,472.49,0.0018,3.81e-06,6.71,2.99e-06,0.0,0.0,81.85,131.35,2.0,4.73,-5.42,7.0,3.16,5.63,2.0,0.0
Z908356970,O=C(C[C@]12C[C@H]3C[C@H](C[C@](CC(=O)N4CCc5[nH]ncc5C4)(C3)C1)C2)N1CCc2[nH]ncc2C1,-56.3951,-51.7921,-11.89091,7.522857666,-7.62,2.0,0.344453838508271,-30.0927,-50.1639,-42.0346,0.8593273759,6.464597702,0.146587491,2.12,0.0,2.14,-5.78,0.0,0.0719,0.0,0.000773,34.0,-3.81,10.0,5.67,1.67e-06,4.0,0.69,0.55,462.59,0.0631,0.000136,3.81,0.000155,0.0,0.0,97.98,134.77,1.0,2.39,-3.87,6.0,1.96,1.9,1.0,0.0
Z1144253275,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ccc(C(=O)N2CCCCC2)c(Cl)c1,-52.6919,-47.9253,-12.1753,7.2561216354,-6.79,2.0,0.3443684852308633,-30.939,-50.1228,-43.8471,0.8152751327,5.9157357216,0.1504863501,2.96,0.0,3.04,-7.35,0.0,0.0102,0.0,1.92e-05,30.0,-4.62,16.0,2.84,4.51e-08,4.0,0.27,0.55,424.88,0.0195,4.59e-05,4.16,2.39e-05,0.0,0.0,95.16,120.29,1.0,3.07,-4.34,6.0,2.4,2.81,0.0,0.0
Z31703932,NS(=O)(=O)c1cccc(NC(=O)/C=C/c2cn(-c3ccccc3)nc2-c2cccc([N+](=O)[O-])c2)c1,-38.8298,-37.19,-12.31291,7.2454910278,-7.01,2.0,0.3433685794768089,-14.5059,-34.7852,-27.1031,0.8271650672,5.9932169914,0.2476415932,3.21,1.0,1.46,-6.83,0.0,0.000263,3.0,7.22e-05,35.0,-6.27,23.0,3.67,1.48e-07,7.0,0.0,0.55,489.5,0.00683,1.39e-05,0.21,5.38e-07,1.0,1.0,161.28,132.74,2.0,2.28,-4.86,8.0,2.02,4.53,2.0,0.0
Z62932477,CN(Cc1cn(-c2ccccc2)nc1-c1ccccc1)C(=O)Cc1n[nH]c(=O)c2ccccc12,-51.7129,-48.1239,-11.9212,7.5151414871,-6.37,1.0,0.33965482104591943,-19.9062,-49.2471,-39.5537,0.8489220738,6.3797693253,0.0583319068,3.77,0.0,3.43,-9.16,0.0,0.00268,0.0,3.14e-07,34.0,-5.22,27.0,3.45,6.98e-10,4.0,0.11,0.55,449.5,0.00335,7.45e-06,4.4,5.96e-06,0.0,0.0,83.88,131.89,2.0,3.75,-5.13,7.0,3.31,3.83,1.0,0.0
Z289537634,O=C(CCCc1nc2ccccc2c(=O)[nH]1)N1Cc2ccccc2[C@H](c2ccccc2)C1,-45.0421,-42.6324,-12.42346,7.2231264114,-6.47,1.0,0.32499601852156873,-16.6725,-42.5341,-35.3943,0.8220896721,5.9380574226,0.1117665991,3.4,0.0,3.99,-9.27,0.0,0.0145,0.0,2.28e-07,32.0,-4.47,22.0,3.58,5.38e-10,3.0,0.22,0.55,423.51,0.00806,1.9e-05,5.58,3.41e-05,0.0,0.0,66.06,130.2,1.0,4.04,-4.72,6.0,3.34,3.89,1.0,0.0
Z4497136420,Cc1cccn2c(=O)cc(COC(=O)[C@H]3C[C@@H]4CCCC[C@@H]4N3C(=O)c3ccc4ccccc4c3)nc12,-59.0024,-55.2364,-12.33308,7.4526686668,-6.12,0.0,0.32211778917550166,-30.9186,-55.536,-39.0287,0.8049398661,5.9989500046,0.1361717582,4.51,0.0,3.34,-7.72,0.0,0.00058,0.0,9.4e-06,37.0,-5.93,20.0,4.52,1.9e-08,5.0,0.33,0.55,495.57,0.000866,1.75e-06,4.18,1.17e-06,0.0,0.0,80.98,145.75,2.0,3.94,-5.76,6.0,3.52,4.14,2.0,0.0
Z3034661463,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCNCC1,-46.2017,-42.9332,-12.06426,7.3118677139,-7.46,2.0,0.32153993462396674,-34.3029,-42.8618,-38.6151,0.9821403623,7.1812806129,0.0341741443,1.52,0.0,2.7,-6.83,0.0,0.625,0.0,5.41e-05,27.0,-2.77,16.0,2.86,1.48e-07,5.0,0.25,0.55,366.39,0.209,0.000571,3.84,0.0017,0.0,0.0,78.09,107.8,1.0,2.39,-3.24,4.0,2.54,1.36,0.0,0.0
Z91060847,Cc1c(C(=O)N2CCN(Cc3cccc4ccccc34)CC2)[nH]c2c1C(=O)CC(C)(C)C2,-50.1986,-48.0239,-12.58392,7.3026723862,-5.8,1.0,0.31772660649118156,-33.435,-46.3021,-40.5747,0.9132074118,6.6688547134,0.0587422848,4.39,0.0,2.75,-7.98,0.0,0.0022,0.0,4.51e-06,32.0,-5.29,15.0,3.51,1.05e-08,3.0,0.41,0.55,429.55,0.00191,4.45e-06,5.53,5.11e-06,0.0,0.0,56.41,135.89,2.0,3.99,-5.35,4.0,3.61,3.68,1.0,0.0
Z853089452,O=C(Nc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1)c1cccc(CN2C(=O)CNC2=O)c1,-47.7684,-44.6508,-12.15082,7.3241629601,-6.67,3.0,0.3168305364052161,-27.3515,-44.8129,-44.1135,0.8724220991,6.3897614479,0.313570559,3.74,0.0,2.47,-8.54,0.0,0.00101,1.0,1.42e-06,36.0,-5.69,18.0,3.09,2.85e-09,7.0,0.12,0.55,496.44,0.00442,8.91e-06,3.56,2.03e-06,0.0,0.0,107.61,131.46,3.0,3.36,-5.05,9.0,2.89,4.12,2.0,0.0
Z8342511400,O=C(N[C@@]12C[C@@H]1CN(C(=O)c1ccc3c(n1)CCC3)C2)c1c[nH]c(=O)c2ccccc12,-52.1339,-46.3588,-11.73095,7.2784843445,-7.78,2.0,0.3122640122560356,-38.1329,-49.426,-42.0165,0.8822055459,6.4211192131,0.0833669752,1.48,0.0,2.17,-6.92,0.0,0.341,0.0,5.03e-05,31.0,-3.09,16.0,3.82,1.21e-07,4.0,0.33,0.55,414.46,0.167,0.000404,3.82,0.000822,0.0,0.0,95.16,119.55,1.0,2.35,-3.39,5.0,2.58,1.68,0.0,0.0
Z573240576,Cc1ccnc(NC(=O)C2CCN(c3nc(-c4cccnc4)nc4sc5c(c34)CCCC5)CC2)c1,-49.668,-47.7632,-11.87226,7.6707930565,-5.86,1.0,0.3075373709888086,-30.8362,-46.2631,-41.755,0.8724499345,6.6923828125,0.0541307107,4.79,0.0,3.02,-8.72,0.0,6.44e-05,0.0,9.32e-07,35.0,-6.88,21.0,4.01,1.92e-09,5.0,0.37,0.55,484.62,0.000512,1.06e-06,5.54,1.33e-07,0.0,0.0,112.14,144.12,2.0,4.41,-5.98,5.0,4.11,4.62,2.0,0.0
Z195001052,O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)Nc1cccc(-c2nnc3n2CCCCC3)c1,-52.8812,-49.9717,-12.67342,7.2066941261,-7.83,2.0,0.30399455411178117,-33.2398,-50.4616,-44.9816,0.9426056147,6.7930703163,0.0376156047,1.67,0.0,3.14,-7.07,0.0,0.0903,0.0,3.78e-05,33.0,-3.69,21.0,3.61,8.51e-08,5.0,0.29,0.55,444.49,0.0841,0.000189,3.01,0.000203,0.0,0.0,114.67,126.28,1.0,2.59,-3.72,6.0,2.6,2.51,0.0,0.0
Z54850602,O=c1[nH]c(CSc2nnc3n(-c4ccccc4)c(=O)c4ccccc4n23)nc2ccccc12,-45.2016,-42.2479,-11.94158,7.3624811172,-6.64,1.0,0.302942669636892,-24.9328,-43.8533,-39.9342,0.8739622831,6.434530735,0.0780777782,3.41,0.0,3.78,-8.36,0.0,0.00095,0.0,1.98e-06,33.0,-5.68,29.0,3.45,4.39e-09,5.0,0.04,0.55,452.49,0.00299,6.61e-06,3.38,2.1e-06,0.0,0.0,123.24,128.22,1.0,3.4,-5.18,4.0,3.01,3.41,0.0,0.0
Z30084011,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)CN1C(=O)N[C@]2(CCc3ccccc32)C1=O,-49.7525,-46.3133,-12.28548,7.2432479858,-8.17,2.0,0.30271677687955995,-33.2836,-47.5088,-37.5143,0.9657008648,6.994811058,0.1107396483,1.07,0.0,1.28,-6.66,0.0,0.354,1.0,9.37e-05,32.0,-3.09,16.0,4.02,2.17e-07,5.0,0.26,0.55,431.44,0.255,0.00059,2.33,0.00082,0.0,0.0,115.47,123.5,1.0,1.51,-3.23,5.0,2.61,0.25,0.0,0.0
Z8462127578,NC[C@H]1C[C@H](F)CN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,-50.4447,-49.936,-12.58477,7.5089201927,-7.42,2.0,0.2972708531549193,-32.3423,-46.7617,-39.2928,0.9610910416,7.216755867,0.0151865762,1.84,0.0,3.03,-6.62,0.0,0.161,0.0,9.6e-05,29.0,-3.39,16.0,3.73,2.41e-07,6.0,0.29,0.55,398.41,0.113,0.000283,3.81,0.000403,0.0,0.0,92.08,108.65,1.0,2.72,-3.55,5.0,2.28,2.62,0.0,0.0
