Protein,Ligand,ID,MMPBSA,MMGBSA_2,MMGBSA_5,MMGBSA_7,MMGBSA_8
7KK4,Z8254657077_0,Z77,-43.5508,-58.1359,-63.8990,-57.9861,-49.9265
7KK4,Z8174666931_0,Z31,-29.1735,-54.2469,-59.8691,-51.9227,-43.7845
7KK4,Z8174691565_0,Z65,-37.2074,-52.2925,-55.8543,-49.3413,-44.5214
7KK4,Z8259609004_0,Z04,-41.2587,-53.4370,-59.7779,-55.1987,-45.0983
7KK4,Z212153758_0,Z58,-39.7357,-58.8333,-61.4672,-56.3126,-47.0105
7KK4,Z212730310_0,Z10,-17.3225,-36.7028,-40.1945,-31.6295,-27.0956
7KK4,Z212727826_0,Z26,-27.2265,-42.5698,-45.9895,-40.5431,-35.8980
7KK4,Z1160392067_0,Z67,-21.2823,-40.5144,-44.2383,-44.2575,-33.8822
7KK4,Z1626781608_0,Z08,-27.1816,-42.0027,-44.7880,-37.2747,-36.7661
7KK4,Z54850602_0,Z02,-24.9328,-43.8533,-45.2016,-42.2479,-39.9342
7KK4,Z4984330290_0,Z90,-20.2789,-40.8187,-45.1797,-38.0481,-26.9332
7KK4,Z4984330306_0,Z06,-25.8050,-46.7766,-50.7161,-44.4567,-34.5659
7KK4,Z4921664134_0,Z34,-23.9026,-39.6822,-45.2056,-34.1299,-31.9940
7KK4,Z5009879587_0,Z87,-15.4969,-38.0219,-42.0390,-37.5752,-32.8561
7KK4,Z5009883742_0,Z42,-45.5668,-62.5188,-67.8128,-58.2709,-57.6524
7KK4,Z5118588394_0,Z94,-24.2203,-42.5250,-47.1815,-40.9458,-31.3264
7KK4,Z110067280_0,Z80,-14.8393,-37.8168,-39.5761,-33.8787,-30.6385
7KK4,Z2227075910_0,Z10,-27.7238,-38.4593,-40.3470,-37.5246,-32.4413
7KK4,Z126939406_0,Z06,-18.5120,-42.3883,-44.9564,-39.3467,-31.7511
7KK4,Z136722258_0,Z58,-20.9166,-42.3214,-47.4917,-41.1910,-34.4160
7KK4,Z136722726_0,Z26,-23.1857,-39.6207,-45.8435,-34.6345,-31.7499
7KK4,Z235451514_0,Z14,-35.3194,-50.2995,-52.0553,-44.4272,-42.3971
7KK4,Z73469281_0,Z81,-23.3582,-43.9271,-50.8430,-45.6539,-43.8488
7KK4,Z791941722_0,Z22,-27.8144,-39.1307,-41.0268,-37.6868,-35.2835
7KK4,Z92241706_0,Z06,-28.2502,-43.1830,-45.7760,-41.0237,-39.3353
7KK4,Z95871015_0,Z15,-27.9204,-43.5438,-46.6452,-41.9051,-39.6948
7KK4,Z26972379_0,Z79,-20.0198,-35.9526,-37.9423,-34.3046,-29.5383
7KK4,Z32757894_0,Z94,-20.2636,-39.7264,-43.7036,-38.1227,-33.3919
7KK4,Z33263240_0,Z40,-20.0326,-43.9180,-47.5745,-34.0371,-26.0304
7KK4,Z19370634_0,Z34,-32.0234,-52.1433,-56.6266,-47.9125,-46.8092
7KK4,Z19393588_0,Z88,-15.8492,-46.3571,-48.8249,-43.0431,-41.9479
7KK4,Z26519277_0,Z77,-25.0753,-42.7653,-49.1698,-39.6879,-40.3379
7KK4,Z8416259373_0,Z73,-17.3081,-37.8295,-40.1584,-40.5009,-29.9532
7KK4,Z8416259432_0,Z32,-23.8557,-40.4636,-44.0744,-39.6675,-35.7519
7KK4,Z8416285730_0,Z30,-17.6677,-36.1356,-36.9242,-32.6813,-25.8428
7KK4,Z8416285745_0,Z45,-24.0247,-39.4990,-42.5935,-34.0128,-30.8481
7KK4,Z8416285997_0,Z97,-38.1300,-49.3971,-52.4899,-46.6333,-44.3254
7KK4,Z8416286116_0,Z16,-35.3962,-49.5388,-52.4270,-46.7559,-44.1039
7KK4,Z8416334240_0,Z40,-32.7814,-44.5731,-48.2564,-45.9344,-41.1025
7KK4,Z8416334811_0,Z11,-34.5661,-52.7869,-55.5225,-51.8967,-48.0221
7KK4,Z230649866_0,Z66,-18.0172,-48.5634,-51.9488,-48.3269,-38.3264
7KK4,Z215605824_0,Z24,-28.8933,-43.5243,-46.7954,-38.5700,-37.9479
7KK4,Z203554790_0,Z90,-4.2409,-31.4228,-35.2039,-27.3282,-21.3553
7KK4,Z853089452_0,Z52,-27.3515,-44.8129,-47.7684,-44.6508,-44.1135
7KK4,Z297582450_0,Z50,-13.8118,-33.1431,-36.6560,-32.8828,-19.7542
7KK4,Z319474912_0,Z12,-26.8189,-40.0046,-42.0812,-40.5177,-28.6056
7KK4,Z212733664_0,Z64,-23.0089,-44.5224,-47.8438,-40.8157,-34.7268
7KK4,Z4910987652_0,Z52,9.2350,-29.5654,-30.9170,-27.6362,-28.0375
7KK4,Z4910988029_0,Z29,-15.7492,-34.7882,-35.7220,-30.7263,-30.1925
7KK4,Z4916836447_0,Z47,-39.0876,-58.5363,-64.1966,-58.2088,-58.0324
7KK4,Z4916836468_0,Z68,-17.0910,-43.0658,-48.0354,-40.3492,-35.3682
7KK4,Z4916839022_0,Z22,-19.5365,-44.9979,-49.6326,-44.0840,-38.2003
7KK4,Z4916839070_0,Z70,-44.1213,-59.6337,-65.1909,-57.2106,-49.4545
7KK4,Z4916842203_0,Z03,-37.0581,-52.5123,-57.7710,-51.1440,-42.5972
7KK4,Z4916842529_0,Z29,-25.8248,-43.8064,-48.2962,-38.0334,-32.7574
7KK4,Z4916845098_0,Z98,-46.1899,-59.5763,-64.8801,-56.1137,-49.9504
7KK4,Z4916845104_0,Z04,-51.9795,-60.7548,-67.2282,-59.5158,-51.7417
7KK4,Z4916845136_0,Z36,-36.0226,-50.6578,-56.9080,-49.7196,-42.8538
7KK4,Z4916845146_0,Z46,-45.7521,-60.0520,-66.5349,-58.1561,-53.1287
7KK4,Z4999412809_0,Z09,-19.9817,-39.5070,-42.6805,-34.5002,-32.3789
7KK4,Z4999891329_0,Z29,-15.6311,-38.3332,-39.3790,-29.8667,-25.2259
7KK4,Z4999892925_0,Z25,-6.4464,-36.2499,-39.4084,-34.1254,-30.9170
7KK4,Z4999920242_0,Z42,-15.7608,-34.7218,-35.9244,-31.5697,-24.6672
7KK4,Z5091573947_0,Z47,-8.6476,-36.0603,-38.0310,-35.8976,-30.4982
7KK4,Z5094147410_0,Z10,-22.7131,-42.1918,-46.3434,-41.3674,-29.3222
7KK4,Z5094147408_0,Z08,-25.7943,-47.4062,-53.6076,-45.9427,-30.5135
7KK4,Z512492426_0,Z26,-31.9907,-38.8768,-41.0576,-39.1331,-34.5538
7KK4,Z284210298_0,Z98,-24.9873,-40.2009,-44.6199,-40.1814,-30.6450
7KK4,Z25836190_0,Z90,-18.1547,-35.5277,-36.0363,-29.6566,-27.9672
7KK4,Z26496503_0,Z03,-20.8861,-42.8902,-48.4659,-40.7233,-38.8986
