Protein,Ligand,ID,MMPBSA,MMGBSA_2,MMGBSA_5,MMGBSA_7,MMGBSA_8
7KK4,CHEMBL3954828_0,C28,-39.4134,-50.0981,-54.1698,-47.3133,-40.2310
7KK4,CHEMBL3922877_0,C77,-42.3311,-51.5008,-53.5530,-48.5534,-45.6570
7KK4,CHEMBL3901347_0,C47,-24.9519,-50.9801,-53.6897,-49.0924,-43.7576
7KK4,CHEMBL3983267_0,C67,-35.8710,-53.7651,-59.8864,-47.0072,-41.7609
7KK4,CHEMBL3892324_0,C24,-39.0532,-56.4865,-60.4994,-53.7626,-47.3500
7KK4,CHEMBL2058921_0,C21,-35.7829,-54.2965,-58.6366,-50.6453,-45.6128
7KK4,CHEMBL3958902_0,C02,-49.9582,-62.6394,-72.9800,-60.8026,-49.8259
7KK4,CHEMBL3928128_0,C28,-42.6822,-57.1300,-64.6078,-56.3428,-45.4212
7KK4,CHEMBL3982506_0,C06,-42.3012,-56.1246,-64.9590,-54.5146,-43.1962
7KK4,CHEMBL3964882_0,C82,-42.3450,-53.8936,-58.9042,-52.4826,-46.6176
7KK4,CHEMBL3900558_0,C58,-40.9189,-50.2496,-53.1860,-48.8661,-41.1098
7KK4,CHEMBL3892771_0,C71,-38.5024,-45.5188,-49.1087,-42.7632,-39.6493
7KK4,CHEMBL3890145_0,C45,-34.3491,-46.4925,-53.0389,-46.7850,-36.7210
7KK4,CHEMBL3960812_0,C12,-40.3397,-50.8893,-55.4543,-48.8138,-41.4754
7KK4,CHEMBL3953380_0,C80,-44.6649,-53.3202,-58.3922,-52.0144,-44.9872
7KK4,CHEMBL3972582_0,C82,-39.5780,-48.8473,-54.0725,-46.4936,-39.8368
7KK4,CHEMBL3911774_0,C74,-42.3819,-49.8836,-54.8334,-48.7379,-43.5051
7KK4,CHEMBL3958202_0,C02,-42.2522,-48.6751,-51.5956,-46.5856,-43.9351
7KK4,CHEMBL2058914_0,C14,-35.5068,-46.8185,-51.6414,-44.0155,-39.7484
7KK4,CHEMBL3911036_0,C36,-39.3948,-48.5538,-52.3742,-45.1807,-42.2848
7KK4,CHEMBL3935862_0,C62,-37.2536,-47.4091,-52.2276,-45.6526,-41.6104
7KK4,CHEMBL3975576_0,C76,-31.1983,-48.7824,-53.4502,-45.2989,-38.1072
7KK4,CHEMBL3932307_0,C07,-33.4649,-53.8533,-60.4058,-50.2222,-44.1027
7KK4,CHEMBL3902104_0,C04,-47.8540,-61.4661,-71.1782,-58.5670,-49.8885
7KK4,CHEMBL3947808_0,C08,-38.9495,-53.8123,-63.1314,-53.5686,-42.5986
7KK4,CHEMBL3937652_0,C52,-39.3060,-53.8362,-56.8285,-50.9214,-46.0548
7KK4,CHEMBL3931910_0,C10,-43.4142,-50.5770,-56.2074,-44.5528,-41.0396
7KK4,TALAZOPARIB_0,TIB,-22.8846,-40.9568,-43.2026,-41.1513,-36.5993
7KK4,CHEMBL3962391_0,C91,-24.0704,-50.9687,-52.7256,-51.6154,-41.1434
7KK4,CHEMBL3964032_0,C32,-26.6006,-47.9732,-49.3659,-48.0004,-37.6656
7KK4,CHEMBL3972667_0,C67,-32.7216,-51.0539,-52.5600,-50.0898,-47.1289
7KK4,CHEMBL3937688_0,C88,-32.7645,-49.6700,-51.4229,-49.1781,-44.8502
7KK4,CHEMBL3935201_0,C01,-39.8491,-49.5221,-51.2820,-49.4134,-44.6120
7KK4,CHEMBL3959183_0,C83,-40.3768,-47.5239,-50.1288,-46.7192,-34.0181
7KK4,CHEMBL3948324_0,C24,-37.4906,-51.5984,-53.8348,-51.1362,-45.8390
7KK4,CHEMBL3958634_0,C34,-37.5649,-42.4338,-44.5276,-40.9190,-41.1821
7KK4,CHEMBL3981909_0,C09,-36.7162,-52.3349,-54.8373,-51.9798,-47.5491
7KK4,CHEMBL3913270_0,C70,-42.1155,-53.4551,-56.3846,-57.7012,-47.7761
7KK4,CHEMBL3929947_0,C47,-37.5683,-50.0039,-52.0122,-50.3310,-46.3244
7KK4,CHEMBL3944418_0,C18,-44.5832,-55.9346,-58.1700,-55.4871,-52.6827
7KK4,CHEMBL3925413_0,C13,-34.0918,-51.4947,-53.9959,-52.6523,-46.5911
7KK4,CHEMBL3973369_0,C69,-34.7692,-48.7530,-50.4356,-47.9821,-42.3851
7KK4,CHEMBL3898782_0,C82,-40.4633,-52.4989,-56.2331,-55.1734,-43.9270
7KK4,CHEMBL3980063_0,C63,-37.9770,-46.2361,-48.0332,-44.4292,-44.1130
7KK4,CHEMBL3967465_0,C65,-37.5301,-45.8904,-47.9936,-44.4060,-42.8263
7KK4,CHEMBL3942177_0,C77,-35.1368,-45.6722,-47.8942,-44.7609,-42.2549
7KK4,CHEMBL3903509_0,C09,-41.7373,-47.8277,-50.2403,-45.4305,-45.9002
7KK4,CHEMBL3930221_0,C21,-34.2355,-46.0052,-47.9816,-45.8666,-44.5184
7KK4,CHEMBL3971791_0,C91,-41.4537,-48.9024,-51.8449,-47.5301,-46.5302
7KK4,CHEMBL3963058_0,C58,-46.3358,-50.5194,-53.8635,-51.1528,-42.8044
7KK4,CHEMBL3986096_0,C96,-39.3551,-50.0028,-52.2038,-48.1786,-45.4920
7KK4,CHEMBL3981454_0,C54,-42.6804,-51.5672,-54.7739,-54.0928,-45.2274
7KK4,CHEMBL3956865_0,C65,-37.1185,-50.1270,-52.8060,-47.3590,-44.2601
7KK4,CHEMBL3904019_0,C19,-34.7086,-49.8820,-52.2350,-46.2382,-42.0519
7KK4,CHEMBL3972483_0,C83,-34.7974,-51.3032,-55.2626,-53.3349,-46.6087
7KK4,CHEMBL3925541_0,C41,-42.9724,-63.5610,-68.5154,-62.6848,-50.9855
7KK4,CHEMBL3907439_0,C39,-30.5607,-52.8692,-56.8557,-50.8299,-44.9046
7KK4,CHEMBL3950401_0,C01,-35.1543,-56.2221,-61.2075,-55.4207,-44.7163
